N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD, LATITUD
02-2008-1226,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,317,,,,,,,2,2,2.17055520,41.39317737
02-2008-1227,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,317,,,,,,,3,1,2.17055520,41.39317737
02-2008-1228,L'EIXAMPLE,la Dreta de l'Eixample,C,DIPUTACIO,1,317,,,,,,,3,2,2.17055520,41.39317737
02-2008-1229,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,DIPUTACIO,1,197,,,,,,,1,1,2.16106626,41.38603472
02-2009-0033,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,C,ARIBAU,2,136,,,,,,,5,1,2.15551008,41.39142088
02-2009-0034,L'EIXAMPLE,la Nova Esquerra de l'Eixample,C,ENTENÇA,2,208,,,,,,,2,4,2.14321251,41.38534610
02-2009-0035,L'EIXAMPLE,Sant Antoni,G.V.,CORTS CATALANES,2,530,,,,,,,3,3,2.15921832,41.38228945
05-2008-0498,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,C,PINTOR GIMENO,2,2,,,,,,,1,1,2.13909438,41.40469091
02-2009-0166,L'EIXAMPLE,la Dreta de l'Eixample,C,ARAGO,1,373,,,,,,,5,2,2.17282715,41.39837373
05-2008-0459,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,2,2,2.14377426,41.39561146
05-2008-0460,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,EN,1,2.14377426,41.39561146
05-2008-0461,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,EN,2,2.14377426,41.39561146
05-2008-0462,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,EN,3,2.14377426,41.39561146
05-2008-0463,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,EN,4,2.14377426,41.39561146
05-2008-0464,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,1,1,2.14377426,41.39561146
05-2008-0465,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,2,3,2.14377426,41.39561146
06-2008-0307,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,CORSEGA,1,429,,,,,,,PR,1,2.16538886,41.40123042
02-2008-1032,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,306,,,,,,C,1,1,2.17306295,41.40568775
02-2008-1033,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,306,,,,,,C,1,2,2.17306295,41.40568775
02-2008-1034,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,306,,,,,,C,1,3,2.17306295,41.40568775
02-2008-1035,L'EIXAMPLE,la Sagrada Família,C,MARINA,2,306,,,,,,C,1,4,2.17306295,41.40568775
02-2008-1085,L'EIXAMPLE,Sant Antoni,C,TAMARIT,1,175,,,,,,,PR,1,2.16156567,41.37924025
07-2008-0257,HORTA-GUINARDÓ,el Baix Guinardó,TRAV,GRACIA,1,441,,443,,,,,PR,2,2.17327333,41.41129170
07-2008-0258,HORTA-GUINARDÓ,el Baix Guinardó,TRAV,GRACIA,1,441,,443,,,,,4,2,2.17327333,41.41129170
06-2008-0305,GRACIA,el Camp d'en Grassot i Gràcia Nova,C,INDUSTRIA,2,16,,,,,,,7,2,2.16571995,41.40285807
07-2008-0261,HORTA-GUINARDÓ,el Guinardó,C,RENAIXENÇA,2,54,,,,,,,BJ,A,2.17752431,41.41838851
02-2008-0759,L'EIXAMPLE,la Dreta de l'Eixample,C,BERGARA,1,5,,,,,,,PR,3,2.16786816,41.38616435
03-2008-0399,SANTS-MONTJUÏC,Sants,C,GALILEU,1,151,,153,,,,,3,1,2.13392683,41.38021157
10-2008-0526,SANT MARTI,el Poblenou,C,PERE IV,2,262,,,,,,,5,2,2.20039476,41.40589379
05-2008-0466,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,3,1,2.14377426,41.39561146
05-2008-0467,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,3,2,2.14377426,41.39561146
05-2008-0468,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,C,LAFORJA,2,128,,,,,,,3,3,2.14377426,41.39561146
