EXPEDIENTE,ANO_EXPE,AUTORI_D,AUTORI_H,METROS,MESAS,SILLAS,TOLDOS,SOMBRILLAS,ESTUFAS,MENU,JARDINERAS,PEATONES,DIM_MESAS,NOMBRE,DESCRIPCION,CCODVIA,NUMERO,CAT_IAE,PRECIO,LATITUD,LONGITUD
284,2002,01/09/2019,31/12/2019,11.00,5,12,N,0,0,0,0,,,PUB MONCLOA,PUBS,4385,2,4,109.56,38.34616,-0.48192
291,2002,01/03/2019,31/10/2019,15.60,4,16,N,0,0,0,0,,,CAFETERIA MASIN,"BARES, CAFETERIAS, DISCOTECAS",2236,22,4,310.75,38.16629,-0.48107
293,2002,01/01/2019,31/12/2019,19.88,6,16,N,2,,0,0,,,BAR LORCA,"BARES, CAFETERIAS, DISCOTECAS",5170,42,4,594.01,38.34713,-0.49395
312,2002,01/01/2019,30/06/2019,28.00,7,28,N,3,0,0,0,,,BAR ROVIRA,"BARES, CAFETERIAS, DISCOTECAS",1850,8,4,418.32,38.35544,-0.48380
312,2002,01/07/2019,31/12/2019,28.00,7,28,N,3,0,0,0,,,BAR ROVIRA,"BARES, CAFETERIAS, DISCOTECAS",1850,8,4,418.32,38.35544,-0.48380
318,2002,01/01/2019,30/06/2019,12.00,3,12,N,2,0,0,0,,,BAR CREMADES II,"BARES, CAFETERIAS, DISCOTECAS",1880,4,4,179.28,,
318,2002,01/07/2019,31/12/2019,12.00,3,12,N,2,0,0,0,,,BAR CREMADES II,"BARES, CAFETERIAS, DISCOTECAS",1880,4,4,179.28,,
321,2002,01/01/2019,31/05/2019,16.00,4,16,N,0,0,0,0,,,BAR CORDOBA,"BARES, CAFETERIAS, DISCOTECAS",2440,36,4,199.20,38.35584,-0.47422
321,2002,01/06/2019,31/10/2019,16.00,4,16,N,0,0,0,0,,,BAR CORDOBA,"BARES, CAFETERIAS, DISCOTECAS",2440,36,4,199.20,38.35584,-0.47422
321,2002,01/11/2019,31/12/2019,16.00,4,16,N,0,0,0,0,,,BAR CORDOBA,"BARES, CAFETERIAS, DISCOTECAS",2440,36,4,79.68,38.35584,-0.47422
323,2002,01/01/2019,31/12/2019,15.84,4,16,N,4,0,0,0,,,CERVECERÍA JESUS,"BARES, CAFETERIAS, DISCOTECAS",1576,2,4,473.30,,
326,2002,01/08/2019,31/12/2019,17.28,8,16,N,0,0,0,0,,,RESTAURANTE DON JERONIMO,RESTAURANTES,6067,1,4,215.14,38.16667,-0.48181
332,2002,01/01/2019,30/04/2019,19.13,5,20,N,1,0,0,0,,,CAFE LA SENDA,"BARES, CAFETERIAS, DISCOTECAS",4592,2,4,190.53,38.35985,-0.48559
332,2002,01/05/2019,31/08/2019,19.13,5,20,N,1,0,0,0,,,CAFE LA SENDA,"BARES, CAFETERIAS, DISCOTECAS",4592,2,4,190.53,38.35985,-0.48559
332,2002,01/09/2019,31/12/2019,19.13,5,20,N,1,0,0,0,,,CAFE LA SENDA,"BARES, CAFETERIAS, DISCOTECAS",4592,2,4,190.53,38.35985,-0.48559
338,2002,01/01/2019,30/04/2019,13.20,4,16,N,,,0,0,,,LA BOUTIQUE DEL CAFE,"BARES, CAFETERIAS, DISCOTECAS",1925,1,4,131.47,38.34686,-0.50752
338,2002,01/05/2019,31/08/2019,25.81,7,28,N,,,0,0,,,LA BOUTIQUE DEL CAFE,"BARES, CAFETERIAS, DISCOTECAS",1925,1,4,257.07,38.34686,-0.50752
338,2002,01/09/2019,31/10/2019,25.81,7,28,N,,,0,0,,,LA BOUTIQUE DEL CAFE,"BARES, CAFETERIAS, DISCOTECAS",1925,1,4,128.53,38.34686,-0.50752
338,2002,01/11/2019,31/12/2019,13.20,4,16,N,,,0,0,,,LA BOUTIQUE DEL CAFE,"BARES, CAFETERIAS, DISCOTECAS",1925,1,4,65.74,38.34686,-0.50752
341,2002,01/06/2019,30/09/2019,22.00,5,20,N,0,0,0,0,,,CONTINENTAL CAFE,"BARES, CAFETERIAS, DISCOTECAS",2261,18,4,219.12,38.36860,-0.43482
344,2002,01/01/2019,30/04/2019,19.84,8,20,N,2,,0,0,,,CAFETERIA REPLACETA,"BARES, CAFETERIAS, DISCOTECAS",3865,2,4,197.61,38.34281,-0.51180
344,2002,01/05/2019,31/08/2019,19.84,8,20,N,2,,0,0,,,CAFETERIA REPLACETA,"BARES, CAFETERIAS, DISCOTECAS",3865,2,4,197.61,38.34281,-0.51180
344,2002,01/09/2019,31/12/2019,19.84,8,20,N,2,,0,0,,,CAFETERIA REPLACETA,"BARES, CAFETERIAS, DISCOTECAS",3865,2,4,197.61,38.34281,-0.51180
348,2002,01/01/2019,31/12/2019,29.30,15,37,N,2,2,0,0,,,RESTAURANTE LIZARRAN,RESTAURANTES,4000,18,2,1163.80,38.34513,-0.48349
352,2002,01/01/2019,30/04/2019,28.50,7,28,N,2,0,0,0,,,RESTAURANTE LA TAVERNA DELL'ARTISTA,RESTAURANTES,5520,11,4,283.86,38.34675,-0.48354
352,2002,01/05/2019,31/08/2019,28.50,7,28,N,2,0,0,0,,,RESTAURANTE LA TAVERNA DELL'ARTISTA,RESTAURANTES,5520,11,4,283.86,38.34675,-0.48354
352,2002,01/09/2019,31/12/2019,28.50,7,28,N,2,0,0,0,,,RESTAURANTE LA TAVERNA DELL'ARTISTA,RESTAURANTES,5520,11,4,283.86,38.34675,-0.48354
360,2002,01/07/2019,31/12/2019,47.56,12,48,N,5,0,0,0,,,CAFETERIA ALTAMIRA,"BARES, CAFETERIAS, DISCOTECAS",4179,2,4,710.55,38.34414,-0.50800
362,2002,01/01/2019,30/06/2019,16.00,4,16,N,0,0,0,0,,,HELADERIA-CERVECERIA PUNTO PICOTEO.COM,"BARES, CAFETERIAS, DISCOTECAS",2714,5,4,239.04,38.33668,-0.51064
362,2002,01/07/2019,31/12/2019,16.00,4,16,N,0,0,0,0,,,HELADERIA-CERVECERIA PUNTO PICOTEO.COM,"BARES, CAFETERIAS, DISCOTECAS",2714,5,4,239.04,38.33668,-0.51064
363,2002,01/01/2019,31/12/2019,30.00,12,39,N,3,2,1,0,,,LIZARRAN TABERNAS SELECTAS,"BARES, CAFETERIAS, DISCOTECAS",3875,20,1,1497.60,38.34353,-0.49100
366,2002,01/01/2019,30/04/2019,30.00,7,28,N,0,2,0,0,,,BAR BONOBO,PUBS,5520,2,4,298.80,38.34670,-0.48404
366,2002,01/05/2019,31/08/2019,30.00,7,28,N,0,2,0,0,,,BAR BONOBO,PUBS,5520,2,4,298.80,38.34670,-0.48404
367,2002,01/01/2019,30/09/2019,12.50,4,14,N,2,0,0,0,,,CAFETERIA DANIMAR,"BARES, CAFETERIAS, DISCOTECAS",3182,0,4,280.13,,
367,2002,01/10/2019,31/12/2019,12.50,4,14,N,2,0,0,0,,,CAFETERIA DANIMAR,"BARES, CAFETERIAS, DISCOTECAS",3182,0,4,93.38,,
371,2002,01/01/2019,31/12/2019,99.08,27,107,N,8,4,0,0,,"0,70 mts. de lado",BAR LA GAMBA,"BARES, CAFETERIAS, DISCOTECAS",2272,1,4,2960.51,38.36548,-0.43209
376,2002,01/01/2019,30/06/2019,8.10,3,10,N,1,0,0,0,,,CAFE GRITTI,"BARES, CAFETERIAS, DISCOTECAS",810,10,3,140.94,38.34598,-0.48830
376,2002,01/07/2019,31/12/2019,8.10,3,10,N,1,0,0,0,,,CAFE GRITTI,"BARES, CAFETERIAS, DISCOTECAS",810,10,3,140.94,38.34598,-0.48830
393,2003,01/05/2019,30/09/2019,12.00,3,12,N,1,0,0,0,,,HELADERIA ROZMAR,HELADERIAS,3480,15,4,149.40,38.36269,-0.49496
402,2003,01/03/2019,31/05/2019,10.80,3,12,N,0,0,0,0,,,HAMBURGUESERÍA SHARKY,"BARES, CAFETERIAS, DISCOTECAS",2236,37,4,80.68,38.16635,-0.48076
402,2003,01/06/2019,31/10/2019,10.80,3,12,N,0,0,0,0,,,HAMBURGUESERÍA SHARKY,"BARES, CAFETERIAS, DISCOTECAS",2236,37,4,134.46,38.16635,-0.48076
407,2003,01/01/2019,31/12/2019,39.50,14,40,N,3,3,0,0,,,NIC COCTELES Y COMBINADOS,"BARES, CAFETERIAS, DISCOTECAS",1835,22,4,1180.26,38.34521,-0.48528
414,2003,01/05/2019,31/08/2019,21.20,6,21,N,,,0,0,,"0,70M",RESTAURANTE DOÑA ANA,RESTAURANTES,4023,27,4,211.15,38.33791,-0.50838
414,2003,01/09/2019,31/12/2019,21.20,6,21,N,,,0,0,,"0,70M",RESTAURANTE DOÑA ANA,RESTAURANTES,4023,27,4,211.15,38.33791,-0.50838
418,2003,01/01/2019,30/06/2019,18.00,6,18,N,2,1,0,0,,,CAFE NIAGARA,"BARES, CAFETERIAS, DISCOTECAS",3455,5,4,268.92,38.35717,-0.48559
418,2003,01/07/2019,31/12/2019,18.00,6,18,N,2,1,0,0,,,CAFE NIAGARA,"BARES, CAFETERIAS, DISCOTECAS",3455,5,4,268.92,38.35717,-0.48559
419,2003,01/07/2019,31/12/2019,18.84,5,19,N,2,0,0,0,,,CAFE ESPAÑOL,"BARES, CAFETERIAS, DISCOTECAS",3506,9,3,327.82,,
419,2003,01/01/2020,01/02/2019,18.84,5,19,N,2,0,0,0,,,CAFE ESPAÑOL,"BARES, CAFETERIAS, DISCOTECAS",3506,9,3,109.27,,
423,2003,01/01/2019,30/04/2019,23.60,6,24,N,2,0,0,0,,,CAFE PUB JUNTOS ONLINE.COM,"BARES, CAFETERIAS, DISCOTECAS",1116,7,4,235.06,38.36169,-0.47370
423,2003,01/05/2019,31/08/2019,23.60,6,24,N,2,0,0,0,,,CAFE PUB JUNTOS ONLINE.COM,"BARES, CAFETERIAS, DISCOTECAS",1116,7,4,235.06,38.36169,-0.47370
423,2003,01/09/2019,31/12/2019,23.60,6,24,N,2,0,0,0,,,CAFE PUB JUNTOS ONLINE.COM,"BARES, CAFETERIAS, DISCOTECAS",1116,7,4,235.06,38.36169,-0.47370
426,2003,01/01/2019,28/02/2019,24.00,6,24,N,3,0,0,0,,,BAR VELARDE,"BARES, CAFETERIAS, DISCOTECAS",4375,45,4,119.52,,
426,2003,01/03/2019,31/05/2019,24.00,6,24,N,3,0,0,0,,,BAR VELARDE,"BARES, CAFETERIAS, DISCOTECAS",4375,45,4,179.28,,
426,2003,01/06/2019,30/06/2019,32.00,8,32,N,4,0,0,0,,,BAR VELARDE,"BARES, CAFETERIAS, DISCOTECAS",4375,45,4,79.68,,
426,2003,01/07/2019,31/08/2019,32.00,8,32,N,4,0,0,0,,,BAR VELARDE,"BARES, CAFETERIAS, DISCOTECAS",4375,45,4,159.36,,
426,2003,01/09/2019,30/10/2019,24.00,6,24,N,3,0,0,0,,,BAR VELARDE,"BARES, CAFETERIAS, DISCOTECAS",4375,45,4,119.52,,
426,2003,01/11/2019,31/12/2019,24.00,6,24,N,3,0,0,0,,,BAR VELARDE,"BARES, CAFETERIAS, DISCOTECAS",4375,45,4,119.52,,
432,2003,01/01/2019,30/06/2019,21.30,8,24,N,2,2,0,0,,,RESTAURANTE LA CASONA ALICANTINA,RESTAURANTES,3985,14,4,318.22,38.34493,-0.48233
432,2003,01/07/2019,31/12/2019,21.30,8,24,N,2,2,0,0,,,RESTAURANTE LA CASONA ALICANTINA,RESTAURANTES,3985,14,4,318.22,38.34493,-0.48233
435,2003,01/01/2019,30/06/2019,36.00,9,36,N,4,0,0,0,,,PANADERIA CAFETERIA BOMBON,PANADERIAS,3289,2,4,537.84,,
435,2003,01/07/2019,31/12/2019,36.00,9,36,N,4,0,0,0,,,PANADERIA CAFETERIA BOMBON,PANADERIAS,3289,2,4,537.84,,
439,2003,01/01/2019,30/06/2019,36.40,14,44,N,4,0,0,0,,,PASTELERIA HELADERIA DE CARAMELO,"BARES, CAFETERIAS, DISCOTECAS",4653,10,4,543.82,,
439,2003,01/07/2019,31/12/2019,36.40,14,44,N,4,0,0,0,,,PASTELERIA HELADERIA DE CARAMELO,"BARES, CAFETERIAS, DISCOTECAS",4653,10,4,543.82,,
448,2003,01/01/2019,30/06/2019,13.59,4,16,N,1,1,1,0,,,CAFE BAR PECA2,"BARES, CAFETERIAS, DISCOTECAS",5390,3,4,203.03,38.34593,-0.48292
448,2003,01/07/2019,31/12/2019,13.59,4,16,N,1,1,1,0,,,CAFE BAR PECA2,"BARES, CAFETERIAS, DISCOTECAS",5390,3,4,203.03,38.34593,-0.48292
467,2004,01/01/2019,31/05/2019,16.70,4,16,N,1,0,0,0,,,CAFETERIA CIES,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,207.92,38.35896,-0.50491
467,2004,01/06/2019,31/10/2019,33.00,8,32,N,3,0,0,0,,,CAFETERIA CIES,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,410.85,38.35896,-0.50491
467,2004,01/11/2019,31/12/2019,16.70,4,16,N,1,0,0,0,,,CAFETERIA CIES,"BARES, CAFETERIAS, DISCOTECAS",2022,2,4,83.17,38.35896,-0.50491
473,2004,01/01/2019,30/06/2019,52.10,13,52,N,2,0,0,0,,,RESTAURANTE ESTRELLA DEL BULEVAR,BARES,3999,4,4,778.37,,
473,2004,01/07/2019,31/12/2019,52.10,13,52,N,2,0,0,0,,,RESTAURANTE ESTRELLA DEL BULEVAR,BARES,3999,4,4,778.37,,
474,2004,01/01/2019,31/05/2019,20.14,6,24,N,2,0,0,0,,,BAR L'ALBA,"BARES, CAFETERIAS, DISCOTECAS",930,7,4,250.74,38.36363,-0.47815
474,2004,01/06/2019,30/09/2019,32.30,9,36,N,3,0,0,0,,,BAR L'ALBA,"BARES, CAFETERIAS, DISCOTECAS",930,7,4,321.71,38.36363,-0.47815
474,2004,01/10/2019,31/12/2019,20.14,6,24,N,2,0,0,0,,,BAR L'ALBA,"BARES, CAFETERIAS, DISCOTECAS",930,7,4,150.45,38.36363,-0.47815
475,2004,01/01/2019,30/04/2019,20.87,7,22,N,,,0,0,,,LOCKERS PARK,"BARES, CAFETERIAS, DISCOTECAS",2430,3,4,207.87,38.35165,-0.49751
475,2004,01/05/2019,31/08/2019,20.87,7,22,N,,,0,0,,,LOCKERS PARK,"BARES, CAFETERIAS, DISCOTECAS",2430,3,4,207.87,38.35165,-0.49751
480,2004,01/04/2019,31/10/2019,27.67,7,28,N,3,0,0,0,,,CERVECERIA MAX,"BARES, CAFETERIAS, DISCOTECAS",2261,18,4,482.29,38.36860,-0.43482
482,2004,01/03/2019,31/07/2019,34.15,10,36,N,4,0,0,0,,,RESTAURANTE AMORE DI PAPA,RESTAURANTES,2024,2,4,425.17,38.35765,-0.50369
482,2004,01/08/2019,31/12/2019,34.15,10,36,N,4,0,0,0,,,RESTAURANTE AMORE DI PAPA,RESTAURANTES,2024,2,4,425.17,38.35765,-0.50369
486,2004,01/01/2019,30/06/2019,16.00,6,19,N,1,1,1,0,,,CAFE CORREOS,"BARES, CAFETERIAS, DISCOTECAS",3990,15,4,239.04,38.34374,-0.48466
505,2005,01/01/2019,31/12/2019,22.30,9,26,N,2,2,1,0,,,CERVECERIA LOS MEJILLONES DE CORREOS,"BARES, CAFETERIAS, DISCOTECAS",2895,19,4,666.32,,
511,2005,01/01/2019,31/12/2019,62.60,16,67,N,6,2,0,0,,,CERVECERIA CASA IBARRA,"BARES, CAFETERIAS, DISCOTECAS",3985,33,4,1870.49,,
513,2005,01/01/2019,30/06/2019,22.20,8,24,N,0,0,0,0,,,BAR SARGANTANA,BARES,4920,1,4,331.67,38.34644,-0.48200
513,2005,01/07/2019,17/12/2019,22.20,8,24,N,0,0,0,0,,,BAR SARGANTANA,BARES,4920,1,4,331.67,38.34644,-0.48200
523,2005,01/01/2019,30/06/2019,17.57,5,17,N,2,,0,0,,,FREIDURIA ALMA DEL SUR,"BARES, CAFETERIAS, DISCOTECAS",4545,33,4,262.50,38.36212,-0.47698
523,2005,01/07/2019,31/12/2019,17.57,5,17,N,2,,0,0,,,FREIDURIA ALMA DEL SUR,"BARES, CAFETERIAS, DISCOTECAS",4545,33,4,262.50,38.36212,-0.47698
529,2005,01/01/2019,31/12/2019,33.60,12,24,N,2,2,0,0,,,CAFETERIA PIAZZA,"BARES, CAFETERIAS, DISCOTECAS",50,1,4,1003.97,38.34531,-0.48294
545,2006,01/01/2019,30/06/2019,18.43,5,20,N,0,0,0,0,,,BURGUER BOWERRY,BARES,5170,50,4,275.34,38.34793,-0.49378
545,2006,01/07/2019,31/12/2019,18.43,5,20,N,0,0,0,0,,,BURGUER BOWERRY,BARES,5170,50,4,275.34,38.34793,-0.49378
551,2006,01/01/2019,30/06/2019,56.92,18,60,N,5,5,0,0,,,RESTAURANTE PIZZERIA LA TAGLIATELLA,HOSTELERIA Y RESTAURACION,5445,2,3,990.41,38.34500,-0.48538
551,2006,01/07/2019,31/12/2019,56.92,18,60,N,5,5,0,0,,,RESTAURANTE PIZZERIA LA TAGLIATELLA,HOSTELERIA Y RESTAURACION,5445,2,3,990.41,38.34500,-0.48538
559,2006,01/01/2019,30/06/2019,56.50,18,72,N,4,2,0,0,,,PUB OHARA IRISH,"BARES, CAFETERIAS, DISCOTECAS",3740,8,1,1410.24,38.34553,-0.49106
559,2006,01/07/2019,31/12/2019,56.50,18,72,N,4,2,0,0,,,PUB OHARA IRISH,"BARES, CAFETERIAS, DISCOTECAS",3740,8,1,1410.24,38.34553,-0.49106
561,2006,01/05/2019,30/09/2019,180.00,20,160,N,0,0,0,0,,,RESTAURANTE LA ERETA,HOSTELERIA Y RESTAURACION,3437,0,4,2241.00,,
562,2006,01/03/2019,31/10/2019,30.00,7,28,N,2,0,0,0,,,PIZZERIA TELEPIZZA,PIZZERIAS,4592,1,4,597.60,38.35970,-0.48591
564,2006,01/01/2019,31/05/2019,69.60,16,64,N,4,0,0,0,,,"RESTAURANTE L,ARRUZZ",HOSTELERIA Y RESTAURACION,2272,1,4,866.52,38.36548,-0.43209
564,2006,01/06/2019,31/07/2019,102.00,24,96,N,4,0,0,0,,,"RESTAURANTE L,ARRUZZ",HOSTELERIA Y RESTAURACION,2272,1,4,507.96,38.36548,-0.43209
564,2006,01/08/2019,30/09/2019,102.00,24,96,N,4,0,0,0,,,"RESTAURANTE L,ARRUZZ",HOSTELERIA Y RESTAURACION,2272,1,4,507.96,38.36548,-0.43209
564,2006,01/10/2019,30/11/2019,69.60,16,64,N,4,0,0,0,,,"RESTAURANTE L,ARRUZZ",HOSTELERIA Y RESTAURACION,2272,1,4,346.61,38.36548,-0.43209
564,2006,01/12/2019,31/12/2019,69.60,16,64,N,4,0,0,0,,,"RESTAURANTE L,ARRUZZ",HOSTELERIA Y RESTAURACION,2272,1,4,173.30,38.36548,-0.43209
567,2006,01/01/2019,31/05/2019,20.00,5,20,N,,,0,0,,,PUB IRLANDES ST. JAMES,"BARES, CAFETERIAS, DISCOTECAS",2256,4,4,249.00,38.36414,-0.43383
567,2006,01/06/2019,30/06/2019,36.00,9,36,N,,,0,0,,,PUB IRLANDES ST. JAMES,"BARES, CAFETERIAS, DISCOTECAS",2256,4,4,89.64,38.36414,-0.43383
567,2006,01/07/2019,30/09/2019,36.00,9,36,N,,,0,0,,,PUB IRLANDES ST. JAMES,"BARES, CAFETERIAS, DISCOTECAS",2256,4,4,268.92,38.36414,-0.43383
567,2006,01/10/2019,31/12/2019,20.00,5,20,N,,,0,0,,,PUB IRLANDES ST. JAMES,"BARES, CAFETERIAS, DISCOTECAS",2256,4,4,149.40,38.36414,-0.43383
568,2006,01/01/2019,10/01/2019,23.23,6,24,N,2,,0,0,,"0,60 mts. de diámetr",CAFETERIA LA FLORIDITA,"BARES, CAFETERIAS, DISCOTECAS",2773,1,4,57.84,38.34659,-0.50866
568,2006,11/01/2019,31/12/2019,23.23,6,24,N,2,,0,0,,"0,60 mts. de diámetr",CAFETERIA LA FLORIDITA,"BARES, CAFETERIAS, DISCOTECAS",2773,1,4,694.11,38.34659,-0.50866
570,2006,01/01/2019,30/04/2019,19.50,6,18,N,1,,0,0,,,KEBAP MEDITERRANEO,HOSTELERIA Y RESTAURACION,3020,27,1,324.48,38.34456,-0.49415
570,2006,01/05/2019,31/08/2019,19.50,6,18,N,1,,0,0,,,KEBAP MEDITERRANEO,HOSTELERIA Y RESTAURACION,3020,27,1,324.48,38.34456,-0.49415
570,2006,01/09/2019,31/12/2019,19.50,6,18,N,1,,0,0,,,KEBAP MEDITERRANEO,HOSTELERIA Y RESTAURACION,3020,27,1,324.48,38.34456,-0.49415
571,2006,01/01/2019,30/06/2019,23.80,7,26,N,4,,0,0,,,CAFETERIA HELADERIA ARRABAL ROIG,"BARES, CAFETERIAS, DISCOTECAS",6150,25,4,355.57,38.34772,-0.47590
571,2006,01/07/2019,31/12/2019,23.80,7,26,N,4,,0,0,,,CAFETERIA HELADERIA ARRABAL ROIG,"BARES, CAFETERIAS, DISCOTECAS",6150,25,4,355.57,38.34772,-0.47590
573,2006,01/01/2019,31/12/2019,18.70,5,20,N,2,2,0,0,,,TABERNA ESTRELLA,"BARES, CAFETERIAS, DISCOTECAS",3020,19,1,933.50,38.34480,-0.49349
575,2006,01/02/2019,30/11/2019,37.10,10,33,N,3,0,0,0,,,RESTAURANTE TAPENOT,HOSTELERIA Y RESTAURACION,2895,1,4,923.79,,
576,2006,01/01/2019,31/12/2019,64.00,16,64,N,4,4,2,0,,,RESTAURANTE AL MEDINA,HOSTELERIA Y RESTAURACION,5515,1,4,1912.32,38.34540,-0.48165
590,2006,01/01/2019,31/12/2019,39.10,15,54,N,2,3,0,0,,,PUB CLASSICS,PUB,516,8,4,1168.31,,
594,2006,01/01/2019,31/12/2019,72.00,18,72,N,5,0,0,0,,,RESTAURANTE MAYORAL,RESTAURANTES,4222,5,4,2151.36,38.36777,-0.41050
595,2006,01/02/2019,31/12/2019,30.37,10,34,N,6,0,1,0,,,HELADERIA LOS ARTESANOS,HELADERIAS,4222,4,4,831.83,38.36669,-0.41062
598,2007,01/01/2019,30/06/2019,9.12,4,9,N,2,,0,0,,,BAR CAFETERIA DELICITY,"BARES, CAFETERIAS, DISCOTECAS",5435,32,2,181.12,38.34982,-0.48471
598,2007,01/07/2019,31/12/2019,9.12,4,9,N,2,,0,0,,,BAR CAFETERIA DELICITY,"BARES, CAFETERIAS, DISCOTECAS",5435,32,2,181.12,38.34982,-0.48471
602,2007,01/03/2019,30/06/2019,32.00,8,32,N,3,0,0,0,,,HELADERIA EL CANTONET,HELADERIAS,4222,5,4,318.72,38.36777,-0.41050
602,2007,01/07/2019,30/09/2019,32.00,8,32,N,3,0,0,0,,,HELADERIA EL CANTONET,HELADERIAS,4222,5,4,239.04,38.36777,-0.41050
604,2007,01/01/2019,30/06/2019,104.00,26,104,N,10,0,0,0,,,AZUL PLAYA,"BARES, CAFETERIAS, DISCOTECAS",4222,9,4,1553.76,38.36896,-0.41054
604,2007,01/07/2019,31/12/2019,104.00,26,104,N,10,0,0,0,,,AZUL PLAYA,"BARES, CAFETERIAS, DISCOTECAS",4222,9,4,1553.76,38.36896,-0.41054
606,2007,01/01/2019,31/12/2019,28.00,13,28,N,4,1,1,0,,,DA RICARDO MIL SABORES,"BARES, CAFETERIAS, DISCOTECAS",4222,5,4,836.64,38.36777,-0.41050
611,2007,01/01/2019,30/06/2019,50.00,16,48,N,4,0,0,0,,,CAFETERIA LOREA,CAFETERIAS,4222,4,4,747.00,38.36669,-0.41062
611,2007,01/07/2019,31/12/2019,50.00,16,48,N,4,0,0,0,,,CAFETERIA LOREA,CAFETERIAS,4222,4,4,747.00,38.36669,-0.41062
612,2007,01/02/2019,31/10/2019,16.00,4,16,N,2,0,0,0,,,RESTAURANTE BURGUER BEACH,"BARES, CAFETERIAS, DISCOTECAS",4222,5,4,358.56,38.36777,-0.41050
613,2007,01/04/2019,30/11/2019,32.00,8,32,N,3,0,0,0,,,BRINDIS,PUB,4222,4,4,637.44,38.36669,-0.41062
618,2007,01/01/2019,30/06/2019,8.75,4,8,N,1,1,0,0,,,RESTAURANTE LOS PORRONES,BARES,3985,12,4,130.73,38.34490,-0.48239
618,2007,01/07/2019,31/12/2019,8.75,4,8,N,1,1,0,0,,,RESTAURANTE LOS PORRONES,BARES,3985,12,4,130.73,38.34490,-0.48239
619,2007,01/01/2019,30/06/2019,23.05,9,27,N,3,0,0,0,,,TABERNA LA VENDIMIA,"BARES, CAFETERIAS, DISCOTECAS",3790,9,4,344.37,,
619,2007,01/07/2019,31/12/2019,23.05,9,27,N,3,0,0,0,,,TABERNA LA VENDIMIA,"BARES, CAFETERIAS, DISCOTECAS",3790,9,4,344.37,,
621,2007,01/03/2019,30/06/2019,24.00,6,24,N,2,0,0,0,,,RESTAURANTE LA TAGLIATELLA,HOSTELERIA Y RESTAURACION,2264,1,4,239.04,38.36288,-0.43034
621,2007,01/07/2019,31/08/2019,48.00,12,48,N,4,0,0,0,,,RESTAURANTE LA TAGLIATELLA,HOSTELERIA Y RESTAURACION,2264,1,4,239.04,38.36288,-0.43034
621,2007,01/09/2019,31/10/2019,24.00,6,24,N,2,0,0,0,,,RESTAURANTE LA TAGLIATELLA,HOSTELERIA Y RESTAURACION,2264,1,4,119.52,38.36288,-0.43034
624,2007,01/01/2019,31/03/2019,8.00,3,12,N,1,0,0,0,,,CAFETERIA SIROPE,"BARES, CAFETERIAS, DISCOTECAS",2290,19,4,59.76,38.36439,-0.49815
624,2007,01/04/2019,30/09/2019,24.20,6,24,N,3,0,0,0,,,CAFETERIA SIROPE,"BARES, CAFETERIAS, DISCOTECAS",2290,19,4,361.55,38.36439,-0.49815
624,2007,01/10/2019,31/12/2019,8.00,3,12,N,1,0,0,0,,,CAFETERIA SIROPE,"BARES, CAFETERIAS, DISCOTECAS",2290,19,4,59.76,38.36439,-0.49815
641,2007,01/05/2019,31/12/2019,18.00,4,16,N,2,0,0,0,,,RESTAURANTE GSUS,HOSTELERIA Y RESTAURACION,2263,20,4,358.56,38.35886,-0.50637
642,2007,01/01/2019,31/05/2019,16.00,4,16,N,2,0,0,0,,,ARROCERIA TAPERIA EL BODEGON,HOSTELERIA Y RESTAURACION,5882,35,4,199.20,38.36511,-0.42564
642,2007,01/06/2019,30/09/2019,28.00,8,32,N,2,0,0,0,,,ARROCERIA TAPERIA EL BODEGON,HOSTELERIA Y RESTAURACION,5882,35,4,278.88,38.36511,-0.42564
642,2007,01/10/2019,30/11/2019,16.00,4,16,N,2,,0,0,,,ARROCERIA TAPERIA EL BODEGON,HOSTELERIA Y RESTAURACION,5882,35,4,79.68,38.36511,-0.42564
642,2007,01/12/2019,01/12/2019,16.00,4,16,N,2,0,0,0,,,ARROCERIA TAPERIA EL BODEGON,HOSTELERIA Y RESTAURACION,5882,35,4,39.84,38.36511,-0.42564
660,2007,01/01/2019,30/06/2019,11.93,6,16,N,,1,0,0,,,CAFETERIA BAR MI LUCIA,"BARES, CAFETERIAS, DISCOTECAS",5255,19,3,207.58,38.34395,-0.48471
660,2007,01/07/2019,31/12/2019,11.93,6,16,N,,1,0,0,,,CAFETERIA BAR MI LUCIA,"BARES, CAFETERIAS, DISCOTECAS",5255,19,3,207.58,38.34395,-0.48471
663,2008,01/07/2019,30/09/2019,24.00,6,24,N,4,0,0,0,,,TETERIA LUZ DE LUNA,"BARES, CAFETERIAS, DISCOTECAS",4483,4,4,179.28,,
664,2008,01/01/2019,30/06/2019,96.00,23,92,N,8,,0,0,,"0,70 x 0,70 mts.",MAC DONALDS - AVD. NIZA,RESTAURANTES,4222,12,4,1434.24,38.37006,-0.41056
664,2008,01/07/2019,31/12/2019,96.00,23,92,N,8,,0,0,,"0,70 x 0,70 mts.",MAC DONALDS - AVD. NIZA,RESTAURANTES,4222,12,4,1434.24,38.37006,-0.41056
674,2008,01/01/2019,31/12/2019,41.24,13,46,N,3,2,0,0,,,GELATERIA PINOCCHIO,HELADERIAS,1835,21,4,1232.25,38.34565,-0.48562
